#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Streptococcus	Unknown	ST3	NZ_CP017064.1	872321	895551	ras-ripp	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017064.1&start=872321&end=895551
Streptococcus	Unknown	ST3	NZ_CP017064.1	911447	929214	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017064.1&start=911447&end=929214
Streptococcus	Unknown	ST3	NZ_CP017064.1	1268246	1290671	ras-ripp	false	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017064.1&start=1268246&end=1290671
Streptococcus	Unknown	ST3	NZ_CP017064.1	1780106	1802266	lanthipeptide-class-iv	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017064.1&start=1780106&end=1802266
Streptococcus	Unknown	M16808	NZ_CP031245.1	301	41474	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP031245.1&start=301&end=41474
Streptococcus	Unknown	M16808	NZ_CP031245.1	244818	255115	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP031245.1&start=244818&end=255115
Streptococcus	Unknown	M16808	NZ_CP031245.1	600340	614853	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP031245.1&start=600340&end=614853
Streptococcus	Unknown	M16808	NZ_CP031245.1	666179	676428	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP031245.1&start=666179&end=676428
Streptococcus	Unknown	UoS4265	NZ_FYTK01000002.1	177884	219057	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYTK01000002.1&start=177884&end=219057
Streptococcus	Unknown	UoS4265	NZ_FYTK01000001.1	73639	85793	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYTK01000001.1&start=73639&end=85793
Streptococcus	Unknown	UoS4265	NZ_FYTK01000001.1	143674	164207	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYTK01000001.1&start=143674&end=164207
Streptococcus	Unknown	UoS4265	NZ_FYTK01000005.1	164841	177996	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_FYTK01000005.1&start=164841&end=177996
Streptococcus	Unknown	UoS4265	NZ_FYTK01000006.1	78239	100738	lanthipeptide-class-iv	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYTK01000006.1&start=78239&end=100738
Streptococcus	Unknown	UoS4265	NZ_FYTK01000007.1	16730	27027	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYTK01000007.1&start=16730&end=27027
Streptococcus	Unknown	AM03-4X	NZ_JAQDHP010000003.1	86161	96563	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQDHP010000003.1&start=86161&end=96563
Streptococcus	Unknown	AM03-4X	NZ_JAQDHP010000005.1	45075	57229	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQDHP010000005.1&start=45075&end=57229
Streptococcus	Unknown	AM03-4X	NZ_JAQDHP010000007.1	49503	90682	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQDHP010000007.1&start=49503&end=90682
Streptococcus	Unknown	2842STDY5753326	NZ_FDGQ01000001.1	121733	162906	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDGQ01000001.1&start=121733&end=162906
Streptococcus	Unknown	2842STDY5753326	NZ_FDGQ01000002.1	277729	291258	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_FDGQ01000002.1&start=277729&end=291258
Streptococcus	Unknown	2842STDY5753326	NZ_FDGQ01000003.1	0	11411	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDGQ01000003.1&start=0&end=11411
Streptococcus	Unknown	2842STDY5753326	NZ_FDGQ01000007.1	9929	20226	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDGQ01000007.1&start=9929&end=20226
Streptococcus	Unknown	2842STDY5753326	NZ_FDGQ01000008.1	45047	57201	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDGQ01000008.1&start=45047&end=57201
Streptococcus	Unknown	2842STDY5753326	NZ_FDGQ01000015.1	5032	13806	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDGQ01000015.1&start=5032&end=13806
Streptococcus	Unknown	NS38	NZ_CAAHJE010000001.1	44554	85730	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHJE010000001.1&start=44554&end=85730
Streptococcus	Unknown	NS38	NZ_CAAHJE010000001.1	184152	207919	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHJE010000001.1&start=184152&end=207919
Streptococcus	Unknown	NS38	NZ_CAAHJE010000001.1	351913	362141	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHJE010000001.1&start=351913&end=362141
Streptococcus	Unknown	NS38	NZ_CAAHJE010000002.1	183938	206773	lanthipeptide-class-ii	false	salivaricin A	75	BGC0000548	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHJE010000002.1&start=183938&end=206773
Streptococcus	Unknown	D6t1_180914_C10	NZ_JADNKA010000011.1	538	41644	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JADNKA010000011.1&start=538&end=41644
Streptococcus	Unknown	D6t1_180914_C10	NZ_JADNKA010000004.1	1614	16813	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_JADNKA010000004.1&start=1614&end=16813
Streptococcus	Unknown	A15001031	NZ_JAKUVE010000003.1	188287	229466	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUVE010000003.1&start=188287&end=229466
Streptococcus	Unknown	A15000964	NZ_JAKUVF010000002.1	150656	191835	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUVF010000002.1&start=150656&end=191835
Streptococcus	Unknown	A15000964	NZ_JAKUVF010000003.1	582683	600632	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUVF010000003.1&start=582683&end=600632
Streptococcus	Unknown	A12068223	NZ_JAKUVI010000001.1	171225	212404	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUVI010000001.1&start=171225&end=212404
Streptococcus	Unknown	A12068223	NZ_JAKUVI010000001.1	1268676	1286625	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUVI010000001.1&start=1268676&end=1286625
Streptococcus	Unknown	B15931826	NZ_JAKUVZ010000013.1	13093	54266	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUVZ010000013.1&start=13093&end=54266
Streptococcus	Unknown	B15931826	NZ_JAKUVZ010000002.1	163486	173771	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUVZ010000002.1&start=163486&end=173771
Streptococcus	Unknown	B15931826	NZ_JAKUVZ010000003.1	10935	23089	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUVZ010000003.1&start=10935&end=23089
Streptococcus	Unknown	B15931826	NZ_JAKUVZ010000006.1	30029	44799	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUVZ010000006.1&start=30029&end=44799
Streptococcus	Unknown	A16000605	NZ_JAKUXP010000001.1	260347	301526	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXP010000001.1&start=260347&end=301526
Streptococcus	Unknown	A16000605	NZ_JAKUXP010000001.1	411476	421755	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXP010000001.1&start=411476&end=421755
Streptococcus	Unknown	A16000605	NZ_JAKUXP010000001.1	428208	451543	lap thiopeptide hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXP010000001.1&start=428208&end=451543
Streptococcus	Unknown	A16000605	NZ_JAKUXP010000005.1	44435	56601	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXP010000005.1&start=44435&end=56601
Streptococcus	Unknown	A16000605	NZ_JAKUXP010000006.1	129458	141612	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXP010000006.1&start=129458&end=141612
Streptococcus	Unknown	A14000093	NZ_JAKUXQ010000001.1	381645	422824	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXQ010000001.1&start=381645&end=422824
Streptococcus	Unknown	A14000093	NZ_JAKUXQ010000003.1	118667	130821	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUXQ010000003.1&start=118667&end=130821
Streptococcus	Unknown	ECC_3504	NZ_JFJA01000001.1	182010	200562	lap thiopeptide hybrid	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JFJA01000001.1&start=182010&end=200562
Streptococcus	Unknown	ECC_3504	NZ_JFJA01000009.1	14402	55575	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JFJA01000009.1&start=14402&end=55575
Streptococcus	Unknown	ECC_3504	NZ_JFJA01000011.1	39959	50256	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JFJA01000011.1&start=39959&end=50256
Streptococcus	Unknown	ECC_3504	NZ_JFJA01000012.1	33096	46195	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JFJA01000012.1&start=33096&end=46195
Streptococcus	Unknown	ECC_3504	NZ_JFJA01000023.1	22810	31986	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JFJA01000023.1&start=22810&end=31986
Streptococcus	Unknown	ECC_3504	NZ_JFJA01000025.1	14072	23326	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JFJA01000025.1&start=14072&end=23326
Streptococcus	Unknown	ECC_3504	NZ_JFJA01000026.1	4955	22943	lanthipeptide-class-ii	true	thermophilin 1277	30	BGC0000561	https://antismash-db.secondarymetabolites.org/area?record=NZ_JFJA01000026.1&start=4955&end=22943
Streptococcus	Unknown	emm97.1	NZ_CP035447.1	384451	396345	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035447.1&start=384451&end=396345
Streptococcus	Unknown	emm97.1	NZ_CP035447.1	539600	563367	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035447.1&start=539600&end=563367
Streptococcus	Unknown	emm97.1	NZ_CP035447.1	659850	701026	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035447.1&start=659850&end=701026
Streptococcus	Unknown	emm97.1	NZ_CP035447.1	1537188	1560023	lanthipeptide-class-ii	false	salivaricin A	87	BGC0000548	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035447.1&start=1537188&end=1560023
Streptococcus	Unknown	DAT741	NZ_CP019557.1	50707	62861	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP019557.1&start=50707&end=62861
Streptococcus	Unknown	DAT741	NZ_CP019557.1	456068	497226	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP019557.1&start=456068&end=497226
Streptococcus	Unknown	DAT741	NZ_CP019557.1	971272	982981	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP019557.1&start=971272&end=982981
Streptococcus	Unknown	DAT741	NZ_CP019557.1	1186004	1208509	lanthipeptide-class-ii	false	suicin 3908	88	BGC0001787	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP019557.1&start=1186004&end=1208509
Streptococcus	Unknown	DAT741	NZ_CP019557.1	1877863	1890083	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP019557.1&start=1877863&end=1890083
Streptococcus	Unknown	DAT741	NZ_CP019557.1	2005293	2025572	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP019557.1&start=2005293&end=2025572
Streptococcus	Unknown	22	NZ_JAKEKF010000001.1	132285	145756	ripp-like	false	ubericin K	68	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKEKF010000001.1&start=132285&end=145756
Streptococcus	Unknown	22	NZ_JAKEKF010000001.1	394955	436131	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKEKF010000001.1&start=394955&end=436131
Streptococcus	Unknown	22	NZ_JAKEKF010000004.1	48765	58960	ripp-like	false	iturin	22	BGC0001098	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKEKF010000004.1&start=48765&end=58960
Streptococcus	Unknown	22	NZ_JAKEKF010000007.1	758	10989	ripp-like	false	uberolysin	85	BGC0000494	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKEKF010000007.1&start=758&end=10989
Streptococcus	Unknown	2018WUSS112	NZ_JAMYJK010000003.1	30077	71232	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAMYJK010000003.1&start=30077&end=71232
Streptococcus	agalactiae	MRI Z1-213	NZ_ALSD01000046.1	0	13704	lanthipeptide-class-ii	true	macedocin	64	BGC0000526	https://antismash-db.secondarymetabolites.org/area?record=NZ_ALSD01000046.1&start=0&end=13704
Streptococcus	agalactiae	MRI Z1-213	NZ_ALSD01000048.1	23951	65229	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_ALSD01000048.1&start=23951&end=65229
Streptococcus	agalactiae	MRI Z1-213	NZ_ALSD01000050.1	33157	75353	arylpolyene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_ALSD01000050.1&start=33157&end=75353
Streptococcus	agalactiae	MRI Z1-213	NZ_ALSD01000082.1	0	5625	rre-containing	true	suicin 90-1330	45	BGC0001789	https://antismash-db.secondarymetabolites.org/area?record=NZ_ALSD01000082.1&start=0&end=5625
Streptococcus	porci	DSM 23759	NZ_KE384089.1	16599	58168	ripp-like t3pks hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384089.1&start=16599&end=58168
Streptococcus	Unknown	344_SPAR	NZ_JVKT01000027.1	13118	26924	ras-ripp	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JVKT01000027.1&start=13118&end=26924
Streptococcus	Unknown	344_SPAR	NZ_JVKT01000072.1	7866	18136	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JVKT01000072.1&start=7866&end=18136
Streptococcus	Unknown	344_SPAR	NZ_JVKT01000077.1	0	6492	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JVKT01000077.1&start=0&end=6492
Streptococcus	Unknown	449_SSPC	NZ_JVGR01000004.1	24038	36135	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JVGR01000004.1&start=24038&end=36135
Streptococcus	Unknown	449_SSPC	NZ_JVGR01000022.1	96605	106839	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JVGR01000022.1&start=96605&end=106839
Streptococcus	Unknown	449_SSPC	NZ_JVGR01000030.1	7096	48263	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JVGR01000030.1&start=7096&end=48263
Streptococcus	Unknown	SMRU2785	NZ_CMEI01000001.1	0	38170	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMEI01000001.1&start=0&end=38170
Streptococcus	Unknown	SMRU2785	NZ_CMEI01000002.1	32162	45261	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMEI01000002.1&start=32162&end=45261
Streptococcus	Unknown	SMRU2785	NZ_CMEI01000003.1	0	13614	lanthipeptide-class-iv	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMEI01000003.1&start=0&end=13614
Streptococcus	Unknown	SMRU2785	NZ_CMEI01000009.1	56150	68370	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMEI01000009.1&start=56150&end=68370
Streptococcus	Unknown	SMRU2785	NZ_CMEI01000028.1	0	9256	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMEI01000028.1&start=0&end=9256
Streptococcus	Unknown	SMRU2785	NZ_CMEI01000030.1	9704	21858	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMEI01000030.1&start=9704&end=21858
Streptococcus	Unknown	SMRU2785	NZ_CMEI01000031.1	18422	24602	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMEI01000031.1&start=18422&end=24602
Peptostreptococcus	Unknown	MJR8628A	NZ_KQ961782.1	15606	36980	ranthipeptide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ961782.1&start=15606&end=36980
Peptostreptococcus	Unknown	MJR8628A	NZ_KQ961782.1	78652	93259	ranthipeptide	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ961782.1&start=78652&end=93259
Peptostreptococcus	Unknown	MJR8628A	NZ_KQ961837.1	180535	222734	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ961837.1&start=180535&end=222734
Streptococcus	Unknown	HMSC065H07	NZ_KV832013.1	27191	39288	ripp-like	false	quinolidomicin A	3	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_KV832013.1&start=27191&end=39288
Streptococcus	Unknown	HMSC065H07	NZ_KV832023.1	0	16996	rre-containing	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV832023.1&start=0&end=16996
Streptococcus	Unknown	HMSC065H07	NZ_KV832029.1	89042	107837	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV832029.1&start=89042&end=107837
Streptococcus	Unknown	HMSC065H07	NZ_KV832031.1	41193	65414	lanthipeptide-class-i	false	streptin	90	BGC0000556	https://antismash-db.secondarymetabolites.org/area?record=NZ_KV832031.1&start=41193&end=65414
Streptococcus	Unknown	HMSC065H07	NZ_KV832031.1	70108	106910	lanthipeptide-class-ii	false	suicin 65	100	BGC0001788	https://antismash-db.secondarymetabolites.org/area?record=NZ_KV832031.1&start=70108&end=106910
Streptococcus	Unknown	HMSC065H07	NZ_KV832038.1	207713	248880	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV832038.1&start=207713&end=248880
Streptococcus	Unknown	FDAARGOS_192	NZ_CP020431.2	167245	208412	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP020431.2&start=167245&end=208412
Streptococcus	Unknown	FDAARGOS_192	NZ_CP020431.2	1465360	1484209	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP020431.2&start=1465360&end=1484209
Streptococcus	Unknown	FDAARGOS_192	NZ_CP020431.2	2079413	2091510	ripp-like	false	quinolidomicin A	3	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP020431.2&start=2079413&end=2091510
Streptococcus	Unknown	FDAARGOS_192	NZ_CP020429.2	80079	98528	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP020429.2&start=80079&end=98528
Streptococcus	Unknown	FDAARGOS_192	NZ_CP020429.2	163457	195921	ripp-like lanthipeptide-class-i hybrid	false	streptin	80	BGC0000556	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP020429.2&start=163457&end=195921
Streptococcus	Unknown	SPN_20	NZ_NANU01000014.1	0	6563	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_NANU01000014.1&start=0&end=6563
Streptococcus	Unknown	SPN_20	NZ_NANU01000014.1	30855	41152	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_NANU01000014.1&start=30855&end=41152
